web-scraper-order,web-scraper-start-url,category-link-0,category-link-0-href,category-link-1,category-link-1-href,pagination-selector,data3,data9,data10,data12,data13,data14,data15,name
1756098217-166,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹25,650",589 Reviews,36% off,"₹51,999","₹32,999",16 GB RAM | 512 GB ROM,"5,363 Ratings","realme GT 6 (Fluid Silver, 512 GB)"
1756098217-167,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹13,600",86 Reviews,23% off,"₹22,999","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"1,181 Ratings","Samsung Galaxy F36 5G (Red, 128 GB)"
1756098217-168,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹37,200",415 Reviews,37% off,"₹74,999","₹46,999",8 GB RAM | 128 GB ROM,"7,603 Ratings","Samsung Galaxy S24 5G (Amber Yellow, 128 GB)"
1756098217-169,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,,530 Reviews,,"₹1,499","₹1,495",4 MB RAM | 0.03 GB ROM | Expandable Upto 64 GB,"8,236 Ratings",MOTOROLA A10V DS Keypad Phone with Voice Feature|800 mAh Battery|Wireless FM Recording
1756098217-170,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹22,100",386 Reviews,38% off,"₹46,999","₹28,999",12 GB RAM | 256 GB ROM,"4,179 Ratings","realme GT 6 (Razor Green, 256 GB)"
1756098217-171,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹8,800",202 Reviews,28% off,"₹15,999","₹11,499",4 GB RAM | 128 GB ROM,"3,244 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098217-172,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹11,000",157 Reviews,23% off,"₹18,999","₹14,499",8 GB RAM | 128 GB ROM,"2,437 Ratings","Samsung Galaxy F16 5G (Vibing Blue, 128 GB)"
1756098217-173,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹11,050",31 Reviews,13% off,"₹15,499","₹13,375",6 GB RAM | 128 GB ROM,583 Ratings,"Samsung Galaxy M16 5G (Thunder Black, 128 GB)"
1756098217-174,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹21,050",935 Reviews,30% off,"₹38,999","₹26,999",12 GB RAM | 256 GB ROM,"9,816 Ratings","realme 13 Pro+ 5G (Monet Purple, 256 GB)"
1756098217-175,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹7,150","1,266 Reviews",32% off,"₹13,999","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,"19,312 Ratings","Samsung Galaxy F06 5G (Lit Violet, 128 GB)"
1756098217-176,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹5,200",44 Reviews,30% off,"₹9,999","₹6,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,577 Ratings,"Ai+ Pulse (Green, 128 GB)"
1756098217-177,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹17,200","1,621 Reviews",35% off,"₹33,999","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"25,124 Ratings","Samsung Galaxy A35 5G (Awesome Navy, 128 GB)"
1756098217-178,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,"₹7,600",5 Reviews,16% off,"₹11,999","₹9,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,72 Ratings,"Tecno Spark Go 5G (Turquoise Green, 128 GB)"
1756098217-179,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,,9 Reviews,45% off,"₹1,599",₹876,32 MB RAM | 128 MB ROM | Expandable Upto 8 GB,32 Ratings,"amaq Dual SIM Keypad Phone,Torch,FM, MP3/MP4,1000mAh Battery,SD Card Slot"
1756098217-180,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,,1 Reviews,31% off,"₹1,890","₹1,297",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,23 Ratings,KARBONN K9
1756098217-181,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,,,,,,,,
1756098217-182,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=35,,,,,,,,
1756098220-183,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹31,000","1,131 Reviews",33% off,"₹59,999","₹39,999",8 GB RAM | 128 GB ROM,"14,801 Ratings","Samsung Galaxy S24 FE 5G (Graphite, 128 GB)"
1756098220-184,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Bling Black, 128 GB)"
1756098220-185,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹18,200",544 Reviews,15% off,"₹25,999","₹21,900",8 GB RAM | 128 GB ROM,"9,002 Ratings","IQOO Z9s 5G (Titanium Matte, 128 GB)"
1756098220-186,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹9,050",270 Reviews,26% off,"₹14,999","₹10,978",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"4,864 Ratings","REDMI 14C 5G (Stardust Purple, 128 GB)"
1756098220-187,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹10,000",389 Reviews,25% off,"₹17,499","₹12,999",6 GB RAM | 128 GB ROM,"6,423 Ratings","Samsung Galaxy F16 5G (Glam Green, 128 GB)"
1756098220-188,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹11,600",84 Reviews,25% off,"₹19,999","₹14,999",6 GB RAM | 128 GB ROM,"1,878 Ratings","REDMI Note 14 SE 5G (Mystique White, 128 GB)"
1756098220-189,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,,390 Reviews,47% off,"₹1,900",₹998,4 MB RAM | 4 MB ROM,"6,561 Ratings","Nokia 125 Dual SIM Feature Mobile, Wireless FM Radio and Built-in Torch"
1756098220-190,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,,3 Reviews,57% off,"₹1,999",₹854,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,57 Ratings,"I Kall K444 Keypad Mobile Phone with 2.4inch Display, 2500mAh Battery"
1756098220-191,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹17,200","1,621 Reviews",35% off,"₹33,999","₹21,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"25,124 Ratings","Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)"
1756098220-192,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,,619 Reviews,55% off,"₹2,200",₹977,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,"10,886 Ratings",Kechaoda K33
1756098220-193,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹13,600",86 Reviews,23% off,"₹22,999","₹17,499",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"1,181 Ratings","Samsung Galaxy F36 5G (Red, 128 GB)"
1756098220-194,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹37,200",415 Reviews,37% off,"₹74,999","₹46,999",8 GB RAM | 128 GB ROM,"7,603 Ratings","Samsung Galaxy S24 5G (Amber Yellow, 128 GB)"
1756098220-195,https://www.flipkart.com/,Mobiles & Tablets,https://www.flipkart.com/mobile-phones-store?param=4111&fm=neo%2Fmerchandising&iid=M_cc88227f-0a73-4185-aef2-4bdd7ecb0b9b_2_X1NCR146KC29_MC.AH1NTIJZ241Z&otracker=hp_rich_navigation_2_2.navigationCard.RICH_NAVIGATION_Mobiles%2B%26%2BTablets_AH1NTIJZ241Z&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_2_L0_view-all&cid=AH1NTIJZ241Z,Mobiles,"https://www.flipkart.com/mobiles/pr?sid=tyy,4io&otracker=categorytree",https://www.flipkart.com/mobiles/pr?sid=tyy%2C4io&otracker=categorytree&page=40,"₹11,850",613 Reviews,30% off,"₹19,999","₹13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"10,869 Ratings","REDMI 13 5G (Hawaiian Blue, 128 GB)"
